Ceará;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90+;25239;23948;24545;25945;27516;28903;30098;31153;32015;32676;33158;33554;33910;34420;35333;36706;38466;40639;42946;45060;46835;48436;49914;51454;53298;55549;58140;61056;64138;67164;70030;72850;75697;78585;81550;84615;87786;91035;94545;98579;103227;108374;113976;119794;125529;130997;136300;141504;146493;151132;155368
Homens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;4205272;4231006;4256030;4280105;4304146;4330182;4355918;4380860;4406739;4432035;4456662;4480553;4503609;4525723;4546808;4566789;4585617;4603243;4619611;4634695;4648505;4661008;4672135;4681877;4690245;4697265;4702961;4707333;4710401;4712199;4712761;4712108;4710248;4707206;4703009;4697657;4691143;4683466;4674630;4664640;4653481;4641128;4627576;4612827;4596884;4579739;4561396;4541878;4521197;4499364;4476397
0-4;349320;343573;338718;334000;330670;330853;331484;332104;334645;336676;336102;335157;334253;331575;328551;325206;321562;317668;313571;309323;305011;300692;296390;292159;288045;284070;280243;276591;273133;269879;266822;263945;261249;258733;256379;254162;252046;250010;248033;246083;244132;242154;240135;238049;235881;233623;231283;228866;226380;223827;221233
05/set;372414;365393;359476;355259;352085;347136;341451;336654;331987;328699;328916;329581;330236;332808;334871;334330;333421;332553;329914;326930;323623;320015;316155;312089;307868;303576;299277;294993;290777;286678;282721;278908;275270;271824;268583;265537;262669;259986;257479;255133;252925;250816;248786;246818;244876;242932;240960;238951;236871;234710;232460
out/14;437021;427011;413606;398054;382604;371162;364174;358287;354100;350951;346029;340374;335606;330962;327698;327934;328614;329284;331866;333944;333420;332532;331681;329056;326089;322797;319202;315353;311301;307094;302812;298527;294253;290050;285961;282016;278215;274586;271147;267914;264877;262018;259341;256843;254504;252300;250198;248173;246209;244273;242332
15-19;431255;432725;435173;437116;436217;431170;421294;408052;392688;377431;366157;359310;353547;349468;346410;341589;336047;331384;326845;323674;323991;324737;325452;328060;330152;329654;328792;327965;325373;322438;319182;315619;311807;307791;303620;299369;295119;290876;286707;282648;278733;274958;271356;267941;264731;261717;258878;256219;253741;251418;249230
20-24;412066;413224;413433;413196;413373;414393;416104;418781;420953;420315;415584;406077;393255;378339;363526;352647;346130;340679;336884;334089;329550;324273;319821;315450;312401;312783;313573;314331;316958;319069;318622;317813;317032;314504;311633;308446;304949;301208;297258;293156;288971;284784;280604;276498;272499;268638;264914;261363;257994;254828;251855
25-29;369351;375235;380901;385985;389953;392476;393912;394419;394487;394964;396263;398244;401175;403607;403275;398910;389841;377499;363085;348767;338315;332144;326987;323425;320806;316418;311276;306940;302682;299729;300159;300992;301791;304437;306574;306174;305421;304692;302235;299439;296325;292903;289236;285362;281334;277224;273108;268998;264959;261025;257224
30-34;324331;331356;337936;344179;350315;356447;362417;368176;373370;377464;380147;381765;382465;382735;383402;384877;387024;390106;392696;392561;388450;379689;367687;353617;339617;329396;323379;318358;314908;312383;308109;303088;298861;294704;291835;292309;293177;294010;296670;298825;298470;297766;297082;294688;291957;288909;285555;281955;278148;274188;270148
35-39;281578;286699;293189;300611;308215;315519;322530;329108;335359;341515;347668;353663;359456;364694;368857;371633;373359;374182;374588;375381;376967;379211;382369;385036;385005;381049;372505;360762;346977;333257;323257;317396;312510;309167;306730;302566;297662;293541;289486;286699;287213;288112;288977;291640;293805;293493;292832;292187;289855;287186;284202
40-44;262350;264387;265820;267271;269627;273427;278541;284991;292353;299899;307151;314125;320684;326924;333076;339226;345225;351027;356282;360486;363331;365149;366074;366587;367477;369139;371445;374644;377358;377416;373612;365296;353836;340366;326956;317199;311503;306762;303531;301185;297138;292365;288355;284409;281710;282261;283188;284082;286740;288909;288638
45-49;231620;238315;243496;247398;250483;253094;255191;256705;258241;260653;264473;269570;275960;283243;290704;297891;304806;311321;317530;323655;329779;335756;341541;346789;351007;353897;355782;356792;357401;358376;360105;362462;365686;368432;368572;364929;356862;345719;332609;319551;310070;304559;299979;296870;294621;290700;286073;282185;278363;275757;276346
50-54;176065;184227;193936;204274;213850;221821;228354;233447;237320;240413;243054;245196;246785;248393;250849;254666;259715;266013;273171;280505;287575;294383;300808;306939;312989;319040;324949;330673;335871;340069;342980;344915;346004;346702;347758;349536;351925;355155;357913;358132;354659;346874;336099;323418;310782;301631;296338;291943;288970;286825;283047
55-59;145647;148477;151562;155303;160271;166727;174565;183875;193785;202978;210653;216975;221936;225748;228822;231465;233634;235275;236939;239412;243191;248145;254293;261261;268397;275286;281924;288196;294191;300115;306036;311824;317430;322529;326667;329567;331533;332681;333459;334573;336385;338786;341992;344731;345013;341729;334279;323958;311805;299696;290956
60-64;125227;127691;129532;131085;132855;135175;137900;140866;144447;149179;155310;162732;171524;180877;189560;196829;202848;207609;211306;214315;216915;219074;220740;222435;224893;228585;233381;239295;245976;252810;259418;265788;271817;277587;283294;289002;294578;299986;304905;308918;311759;313715;314903;315741;316902;318718;321090;324220;326899;327226;324156
